id,price
6825100015,530218.43
1698900195,700619.05
2848700585,431758.06
2597690050,398883.84
8944600200,600264.08
3709600190,391210.23
4309710240,857923.25
104550520,225431.0
1211000070,804413.84
5248800440,213951.55
7633400110,374022.32
1535204165,582485.85
9528102060,603610.29
6822100305,613130.35
4365700330,307074.12
2663000345,900053.99
3390600025,491462.3
1773101050,262541.25
9828702666,281121.43
6058600385,328139.45
7575610170,413029.64
7852150220,365450.6
1079350090,250629.9
9835800750,420091.69
5016003146,690918.19
1266200120,321914.87
1245500099,636774.01
6821100125,309075.81
1324059104,630560.18
267000130,429699.96
1437900020,396165.75
8073000495,926672.09
7856410430,1501788.92
3783100080,149662.15
3384300100,158722.92
7853300290,442544.76
952003585,744418.5
9406500310,372068.48
5739601300,305673.52
6117502220,1449062.42
4141000060,1055201.05
4030100005,1901066.07
3762900010,525176.29
8122100690,514283.59
9523103590,548620.01
625049274,541102.84
4415600030,502109.48
5469501850,611313.11
4331400190,314306.87
1498301213,353714.95
418000010,35495.52
946000295,324987.36
3621059043,712966.32
8682250090,829266.1
1117200170,929210.79
3738000070,877976.54
9269750690,183228.43
393000311,567207.26
1250202324,833874.27
7236500025,445695.95
7149400450,301010.92
4019300195,1174468.92
3329510200,308951.64
7340600827,152021.2
5200087,645242.1
641900050,574197.27
3083000365,346708.26
7849202231,232841.77
2051200436,772474.61
1939130420,699096.08
3629920630,620312.56
8029500360,569616.49
5560000540,164616.79
49500090,362863.84
7923000360,441844.56
3151600035,136201.36
2326059099,855595.18
225069017,690284.39
9477710160,476194.57
1895000260,289269.43
4318200405,802577.61
7764200030,671556.62
3787000120,685004.42
2490200615,335196.77
3761100276,796366.51
3123039063,168654.03
4233400280,187078.91
3361400190,168576.55
8835800480,553398.78
7420100040,600531.92
2324079073,681247.34
924069042,240656.93
3949600090,373789.06
3574770100,752358.45
2695600455,406233.34
8964800860,880553.85
3223069019,273588.49
2472920680,706777.63
2538800030,161172.49
723000114,1145713.12
5652600605,519279.95
3438501100,515748.27
6154900070,740367.92
7548301056,372189.93
5605000440,718357.42
3931900580,876691.31
2125049139,869466.34
6635000110,764479.09
9238450430,297458.67
7768800270,830466.02
7996720050,788524.59
7504200120,559237.77
7893800250,692007.98
6654700240,364385.23
9828701507,417416.55
1079450410,516477.15
724069059,1696789.5
2724069117,324965.33
3860900003,677395.79
1623800440,425919.56
7923700020,398648.07
2895800780,335441.4
5104200420,227389.41
2826049091,253157.88
5028600550,163079.18
7635801032,328929.17
3438501150,202221.68
3679400474,240111.89
5412400170,200445.39
3298700840,154324.1
5457801925,806620.09
9268850130,175859.25
2122059199,779179.12
1926049355,662172.69
7853220910,598821.28
2143700830,416353.3
3332500265,359350.92
5116000250,596102.1
3797000680,626467.42
1872900076,613004.28
7760400480,172027.06
7973202712,173682.9
6815100370,840168.56
255460330,454364.93
3211100240,290675.76
1561910190,642673.44
3062600050,797074.61
8562770320,514881.77
3401700150,1690261.26
6893300295,651280.47
6072000440,650385.38
3818700190,672259.12
3522049063,837918.77
4094800260,1395973.17
1124000050,415393.23
7702080110,771025.69
8682320320,470468.46
3918400013,464631.35
203400090,896218.97
6752300120,245001.07
821049149,298819.47
5634500775,723236.33
8562600500,526290.24
9315100030,93270.79
9510920120,889387.83
5641300220,581797.89
926069192,1096603.1
1423049019,12831.33
1140000050,171872.91
9290850810,1076978.32
7137900320,96544.92
8860300220,595697.02
9478500570,351743.24
3066400080,842276.18
1074100020,381284.64
9521100866,444359.11
7809200005,381242.3
5468000180,321212.11
6690500070,789736.13
6052400575,330570.04
2825059256,851130.35
3224800075,231427.94
3211580210,489848.64
8165501620,444261.3
7272000980,318628.86
3524039204,965379.26
339500160,747367.43
9536600010,1176506.77
8731981360,667184.28
6678900150,655562.73
4141800030,770509.55
9269200540,621308.48
1898600100,120499.89
7527410080,589646.11
6738700335,1269065.47
1025049254,599420.22
1124000005,781792.3
587550470,1091362.41
1211000280,235004.49
7852030310,407491.99
7616200050,461006.61
1061400360,212821.95
461004095,458338.83
2622059062,946859.92
2767604551,398713.49
1725079047,449445.27
1773100121,197396.0
8653900070,930068.57
3832200070,296122.85
2425069069,461638.59
2144800146,311320.62
7340600735,623289.2
1000102,266969.08
5422950170,487093.87
7419700010,649522.91
8812401450,621939.65
2723069052,573303.79
2558730070,443098.78
8080400045,534926.41
3878900395,455333.77
3222059187,388320.5
4036801070,283051.33
7437100570,243212.92
7212651100,668688.16
4322200105,-4977.23
1829300130,939816.4
2794700120,816367.13
2798600240,280360.9
1025039145,877958.14
510002506,294837.51
333100265,984532.42
1180002735,389179.05
4310701577,476341.25
6744701310,1973049.12
3277801411,458809.8
3416600185,602817.39
7147800015,339258.63
7214780050,810881.89
4010800110,389620.81
3275860270,871040.37
2525049263,1286147.31
123039336,53806.94
3558000170,219486.72
6154900130,277146.33
8864000440,113115.6
7856400410,1060682.42
1807900300,443037.47
2397101460,714008.67
8680500220,720642.48
3317500100,1089876.72
6071800100,662173.82
7813200115,134878.53
7625704005,621751.29
7750500275,518912.26
6061500130,986594.7
9201000610,956630.69
7732410120,801338.37
4038500330,444167.73
6021503885,380587.69
3584900160,465241.28
6412600005,422964.55
5332200375,868159.51
2310030510,255622.61
5255700160,774021.2
325059286,748598.78
5714200140,642694.66
9164100035,669939.91
1424059022,1157822.08
1999700045,430738.64
623049341,194890.85
6645900010,770995.39
1794501390,848207.35
5101404351,488232.6
5316100920,1730179.24
7551300060,341882.99
9476700035,719012.58
3581000340,334274.3
1015000050,552681.18
1950900245,205349.8
8687800065,393067.8
8682262330,444554.94
1954400510,479379.63
9407111220,150794.9
5490210510,373481.36
6430500182,859435.43
8682310470,561085.13
1005000250,173317.45
7772800020,835300.86
1651500060,558413.83
3329510850,277214.44
1788700185,98993.76
9839301060,717786.22
7202310040,599416.95
1898700310,89928.46
8005100360,-18473.71
6056111063,281154.96
5419800510,190688.11
1608000120,526085.17
7843500080,405718.01
1630700276,426602.07
2254502445,354497.9
2768000400,857534.43
7920100083,353850.08
9201300050,1560912.71
325059086,980954.23
8682261440,506496.35
3760500240,152173.21
7015200790,499293.34
8563040160,652838.66
4435000145,150701.95
1702901340,823723.41
2621600015,130994.32
8078430030,513245.11
8087800480,482449.23
9542800820,316053.35
4013800206,129017.3
4022902505,665857.42
7100000250,368032.0
3874010220,245419.82
6003500995,621455.63
255520180,1046140.08
7511210310,882270.11
9275200080,134965.32
5035300871,798616.49
4031000250,114226.69
9550200650,566054.16
9282800075,440602.39
9353300600,282761.15
619000100,423709.04
6117502455,251444.47
2787700030,359687.29
9532000010,616624.59
4307340130,423444.72
3693900245,373426.53
6303401395,273749.17
507100005,575192.22
7968460110,181606.45
8722100810,780000.92
1003400250,185734.63
3832050890,247665.37
8024200683,375102.47
4310700665,616202.58
3226049565,450244.34
1561600095,644016.67
291310390,259113.51
8146100410,358458.26
3523069047,876537.99
5557320030,202209.88
4364700105,235027.25
726049217,591609.02
6777800150,458273.67
2954400520,1439731.51
4376800010,548270.62
2599700040,62451.28
7853301240,381806.0
5706000070,684766.02
6600000217,1258409.67
5561400220,650381.47
7569450480,326717.07
3904901520,299370.28
3204800040,416540.4
6021500320,577545.88
6802200280,181482.85
9276200850,460663.28
1568100220,408763.86
421049254,99698.83
2595300210,314662.06
254000545,547410.95
226039075,880866.75
1795920250,688444.83
2407900200,512029.38
2009003136,444610.89
1402600040,493881.36
9532000170,615059.29
7227501369,289746.6
6046401105,416815.79
3579000440,669127.89
2895600420,282390.94
8058500005,459036.54
9322800260,877419.17
3278600750,388203.25
1118001645,1047808.76
3579700100,524639.1
1498301672,491995.03
8835800450,707346.24
4331000265,370059.84
1560920370,657084.66
3523029077,315789.29
5631500868,792780.85
6371000079,511255.39
4154305575,778998.16
4136950140,280919.81
1330850130,908929.76
5027800190,600995.9
2129700320,246510.82
1624079024,682332.42
7199320570,450551.73
5469000140,465010.89
1454100010,124484.77
7880010150,972584.63
7955030010,332997.87
3904990260,467634.23
2322069168,424925.56
4232400110,784625.67
774100475,546784.34
1246700136,411132.61
8899210090,360826.8
6671900130,661586.96
8562770490,524473.02
1687000200,401344.19
1626069139,517268.97
3524039224,800758.2
9465200405,411634.81
3629700020,544178.2
7787920180,750461.25
4318200360,419727.42
8827901415,588363.4
6372000101,490569.62
3579700015,406043.5
522069119,523383.31
5634500415,512062.81
7385310040,595141.65
1623089025,214973.59
2572400100,520748.6
3295710150,226423.64
8562400025,438804.96
6979900080,763707.7
546000045,400332.47
4397010350,672757.77
5700004040,1356582.97
3343903611,727710.69
6003501535,697207.35
1559900140,432129.85
3904902430,710033.19
626100023,586835.19
3205100080,458140.53
326069101,592272.32
8946700100,578902.36
7696610270,197092.37
84000335,331151.09
1186000095,672435.53
6600780130,572667.75
5364200620,822643.6
7856700990,567578.87
3343301385,741089.76
2011400791,345911.04
7732410390,797456.63
3835500195,1782453.86
5469500640,959694.92
5634500392,760358.74
3022079094,593794.1
1776230180,513205.14
9297300055,966092.28
8155500110,595743.72
727500030,362297.93
1523069022,221935.97
3904100065,316107.33
6430500186,661939.88
7625703885,754617.88
1771000430,303988.99
9421500010,626565.19
3222069151,228884.34
1090000036,830990.04
3579000410,623762.1
3021059276,303973.38
984000450,358962.96
2968801085,326519.34
1863900225,264188.08
2769601250,537605.01
2413300980,495271.38
8563000770,408449.71
1149900050,867744.73
4038300010,342616.71
2025700130,207888.52
421000500,39900.09
3288200470,585933.54
7247000035,425207.48
2768200090,738278.67
5729000080,609929.34
1922059282,521090.58
2619600010,510238.83
1787600164,419711.72
5592900015,558018.93
1443550080,605153.56
5101408889,699986.23
1310700210,461318.97
3235390100,409449.51
9528104985,565053.68
7831800505,233717.51
1253200290,306058.92
3299610240,961499.3
8127700845,248346.37
2201500240,369998.85
5102400035,514109.43
6600220150,458614.69
2919700735,702067.25
3224900130,174921.51
1138010520,431951.52
4038600300,763221.9
1321970240,341596.09
7686202065,359730.25
624110020,988676.59
2126079014,511710.98
7304301005,378792.58
4048400185,-90012.16
8929000230,453424.05
4302700559,366837.0
9550200265,464333.16
5151600040,433242.85
203100690,802621.84
8018600870,275057.64
3904960910,694097.2
3304030140,581505.46
6450300673,354617.67
3422049088,440455.1
1921059213,293810.71
2599001010,138295.41
4017050020,662216.95
6669070220,739201.19
8927600070,488496.3
2781230230,590118.62
9831200186,685433.31
3395040920,326532.68
2163900081,624460.69
2979800520,750289.77
797000330,404666.71
8570900162,280374.15
6705600020,1030064.74
2895800770,352248.4
9808610190,854987.0
5205000250,453047.13
6181400920,255078.68
269000221,808071.07
6632900574,724784.61
2206500105,265250.65
9282801450,411311.1
2589300170,400390.9
9471201175,1136181.89
6600400260,172125.32
4358700100,478598.4
1921059303,354965.5
7555210100,793784.39
5015000596,786895.17
7203101590,287913.1
7983100150,77674.92
2597710450,509188.9
7853220390,1013515.77
1426300842,489084.86
4246000180,359765.47
8129700565,603089.07
9526600260,734730.18
7986401275,813638.31
662440020,531501.07
475001295,645802.16
8663370060,413454.39
9542400075,753503.33
7787050180,782327.32
8682262400,468851.88
6403500570,583943.04
2770602493,434216.66
2310050110,337370.31
1837010010,630577.82
